hash_type,hash_value,dataset_a_count,dataset_b_count,dataset_a_sample_paths,dataset_b_sample_paths,dataset_a_sample_image_ids,dataset_b_sample_image_ids
average_hash,3cfeffe3c3c7fe7c,1,1,assets\ISIC_2019_Test_Organized\nevus\ISIC_0061746.jpg,assets\bcn_20000_data\ISIC_0061746.jpg,ISIC_0061746,ISIC_0061746
average_hash,3cfeffe3c68e1e3c,1,1,assets\ISIC_2019_Test_Organized\melanoma\ISIC_0060184.jpg,assets\bcn_20000_data\ISIC_0060184.jpg,ISIC_0060184,ISIC_0060184
average_hash,3e078383c3e3fe7c,1,1,assets\ISIC_2019_Test_Organized\benign keratosis\ISIC_0066388.jpg,assets\bcn_20000_data\ISIC_0066388.jpg,ISIC_0066388,ISIC_0066388
average_hash,3e0e8383c3e3fe7e,1,1,assets\ISIC_2019_Test_Organized\benign keratosis\ISIC_0061129.jpg,assets\bcn_20000_data\ISIC_0061129.jpg,ISIC_0061129,ISIC_0061129
average_hash,3e0f0703634f3e1c,1,1,assets\ISIC_2019_Test_Organized\melanoma\ISIC_0063627.jpg,assets\bcn_20000_data\ISIC_0063627.jpg,ISIC_0063627,ISIC_0063627
average_hash,3e1ef17afefa1a02,1,1,assets\ISIC_2019_Test_Organized\basal cell carcinoma\ISIC_0056647.jpg,assets\bcn_20000_data\ISIC_0056647.jpg,ISIC_0056647,ISIC_0056647
average_hash,3e1f0f0f0f070f1f,1,1,assets\ISIC_2019_Test_Organized\melanoma\ISIC_0069028.jpg,assets\bcn_20000_data\ISIC_0069028.jpg,ISIC_0069028,ISIC_0069028
average_hash,3e1f9bf3873f1f18,1,1,assets\ISIC_2019_Test_Organized\actinic keratosis\ISIC_0063024.jpg,assets\bcn_20000_data\ISIC_0063024.jpg,ISIC_0063024,ISIC_0063024
average_hash,3e2f0707079ffe7c,1,1,assets\ISIC_2019_Test_Organized\basal cell carcinoma\ISIC_0068787.jpg,assets\bcn_20000_data\ISIC_0068787.jpg,ISIC_0068787,ISIC_0068787
average_hash,3e2f864707e77f1f,1,1,assets\ISIC_2019_Test_Organized\nevus\ISIC_0061717.jpg,assets\bcn_20000_data\ISIC_0061717.jpg,ISIC_0061717,ISIC_0061717
average_hash,3e3bfce6ecf81804,1,1,assets\ISIC_2019_Test_Organized\nevus\ISIC_0067877.jpg,assets\bcn_20000_data\ISIC_0067877.jpg,ISIC_0067877,ISIC_0067877
average_hash,3e3dedc7c7e7ffff,1,1,assets\ISIC_2019_Test_Organized\nevus\ISIC_0069829.jpg,assets\bcn_20000_data\ISIC_0069829.jpg,ISIC_0069829,ISIC_0069829
average_hash,3e3e7f7fffff7e3c,1,1,assets\ISIC_2019_Test_Organized\benign keratosis\ISIC_0066812.jpg,assets\bcn_20000_data\ISIC_0066812.jpg,ISIC_0066812,ISIC_0066812
average_hash,3e3f0f4f0f030326,1,1,assets\ISIC_2019_Test_Organized\melanoma\ISIC_0069165.jpg,assets\bcn_20000_data\ISIC_0069165.jpg,ISIC_0069165,ISIC_0069165
average_hash,3e3f1f3f3f1f2f26,1,1,assets\ISIC_2019_Test_Organized\melanoma\ISIC_0073124.jpg,assets\bcn_20000_data\ISIC_0073124.jpg,ISIC_0073124,ISIC_0073124
average_hash,3e3f3f6763e37f7f,1,1,assets\ISIC_2019_Test_Organized\nevus\ISIC_0053895.jpg,assets\bcn_20000_data\ISIC_0053895.jpg,ISIC_0053895,ISIC_0053895
average_hash,3e3f7f6767777f7e,1,1,assets\ISIC_2019_Test_Organized\nevus\ISIC_0058919.jpg,assets\bcn_20000_data\ISIC_0058919.jpg,ISIC_0058919,ISIC_0058919
average_hash,3e3f7f7f2f0b0520,1,1,assets\ISIC_2019_Test_Organized\benign keratosis\ISIC_0068503.jpg,assets\bcn_20000_data\ISIC_0068503.jpg,ISIC_0068503,ISIC_0068503
average_hash,3e3f9fe7e7e7ff7e,1,1,assets\ISIC_2019_Test_Organized\nevus\ISIC_0059788.jpg,assets\bcn_20000_data\ISIC_0059788.jpg,ISIC_0059788,ISIC_0059788
average_hash,3e3fb7c1c3f67420,1,1,assets\ISIC_2019_Test_Organized\basal cell carcinoma\ISIC_0055904.jpg,assets\bcn_20000_data\ISIC_0055904.jpg,ISIC_0055904,ISIC_0055904
average_hash,3e3fff8703031706,1,1,assets\ISIC_2019_Test_Organized\basal cell carcinoma\ISIC_0065224.jpg,assets\bcn_20000_data\ISIC_0065224.jpg,ISIC_0065224,ISIC_0065224
average_hash,3e3fffc7c3e3fe6e,1,1,assets\ISIC_2019_Test_Organized\basal cell carcinoma\ISIC_0063816.jpg,assets\bcn_20000_data\ISIC_0063816.jpg,ISIC_0063816,ISIC_0063816
average_hash,3e43c7c7efff7f3e,1,1,assets\ISIC_2019_Test_Organized\nevus\ISIC_0068135.jpg,assets\bcn_20000_data\ISIC_0068135.jpg,ISIC_0068135,ISIC_0068135
average_hash,3e478181d8d9f87e,1,1,assets\ISIC_2019_Test_Organized\melanoma\ISIC_0069466.jpg,assets\bcn_20000_data\ISIC_0069466.jpg,ISIC_0069466,ISIC_0069466
average_hash,3e5f37c3c7e7cf7e,1,1,assets\ISIC_2019_Test_Organized\basal cell carcinoma\ISIC_0063108.jpg,assets\bcn_20000_data\ISIC_0063108.jpg,ISIC_0063108,ISIC_0063108
average_hash,3e5f3f0f273f3f3e,1,1,assets\ISIC_2019_Test_Organized\actinic keratosis\ISIC_0070764.jpg,assets\bcn_20000_data\ISIC_0070764.jpg,ISIC_0070764,ISIC_0070764
average_hash,3e5f9f0f0703834e,1,1,assets\ISIC_2019_Test_Organized\actinic keratosis\ISIC_0067142.jpg,assets\bcn_20000_data\ISIC_0067142.jpg,ISIC_0067142,ISIC_0067142
average_hash,3e5fffc7c7ef7f7e,1,1,assets\ISIC_2019_Test_Organized\nevus\ISIC_0064203.jpg,assets\bcn_20000_data\ISIC_0064203.jpg,ISIC_0064203,ISIC_0064203
average_hash,3e60edecec774200,1,1,assets\ISIC_2019_Test_Organized\melanoma\ISIC_0057647.jpg,assets\bcn_20000_data\ISIC_0057647.jpg,ISIC_0057647,ISIC_0057647
average_hash,3e67c1c1c3c7ff7e,1,1,assets\ISIC_2019_Test_Organized\basal cell carcinoma\ISIC_0059630.jpg,assets\bcn_20000_data\ISIC_0059630.jpg,ISIC_0059630,ISIC_0059630
average_hash,3e6cc7bb2f3b9366,1,1,assets\ISIC_2019_Test_Organized\basal cell carcinoma\ISIC_0067765.jpg,assets\bcn_20000_data\ISIC_0067765.jpg,ISIC_0067765,ISIC_0067765
average_hash,3e6fc18183c7ff7e,1,1,assets\ISIC_2019_Test_Organized\basal cell carcinoma\ISIC_0054249.jpg,assets\bcn_20000_data\ISIC_0054249.jpg,ISIC_0054249,ISIC_0054249
average_hash,3e73800081d1fb7e,1,1,assets\ISIC_2019_Test_Organized\melanoma\ISIC_0056133.jpg,assets\bcn_20000_data\ISIC_0056133.jpg,ISIC_0056133,ISIC_0056133
average_hash,3e738181c1e7ff7f,1,1,assets\ISIC_2019_Test_Organized\actinic keratosis\ISIC_0061845.jpg,assets\bcn_20000_data\ISIC_0061845.jpg,ISIC_0061845,ISIC_0061845
average_hash,3e73c1c18083777e,1,1,assets\ISIC_2019_Test_Organized\nevus\ISIC_0057276.jpg,assets\bcn_20000_data\ISIC_0057276.jpg,ISIC_0057276,ISIC_0057276
average_hash,3e73e1f1c3cf5f7e,1,1,assets\ISIC_2019_Test_Organized\melanoma\ISIC_0056770.jpg,assets\bcn_20000_data\ISIC_0056770.jpg,ISIC_0056770,ISIC_0056770
average_hash,3e73e3878787cf7e,1,1,assets\ISIC_2019_Test_Organized\basal cell carcinoma\ISIC_0066498.jpg,assets\bcn_20000_data\ISIC_0066498.jpg,ISIC_0066498,ISIC_0066498
average_hash,3e77f3f3e3e57e3c,1,1,assets\ISIC_2019_Test_Organized\nevus\ISIC_0053770.jpg,assets\bcn_20000_data\ISIC_0053770.jpg,ISIC_0053770,ISIC_0053770
average_hash,3e7bc1c181c1e57e,1,1,assets\ISIC_2019_Test_Organized\basal cell carcinoma\ISIC_0062157.jpg,assets\bcn_20000_data\ISIC_0062157.jpg,ISIC_0062157,ISIC_0062157
average_hash,3e7e0f0f4fff7f1e,1,1,assets\ISIC_2019_Test_Organized\melanoma\ISIC_0057783.jpg,assets\bcn_20000_data\ISIC_0057783.jpg,ISIC_0057783,ISIC_0057783
average_hash,3e7e1f03cefffe7c,1,1,assets\ISIC_2019_Test_Organized\basal cell carcinoma\ISIC_0062532.jpg,assets\bcn_20000_data\ISIC_0062532.jpg,ISIC_0062532,ISIC_0062532
average_hash,3e7e7fefe7e77f7e,1,1,assets\ISIC_2019_Test_Organized\nevus\ISIC_0056258.jpg,assets\bcn_20000_data\ISIC_0056258.jpg,ISIC_0056258,ISIC_0056258
average_hash,3e7ee7e3c3c36f3e,1,1,assets\ISIC_2019_Test_Organized\nevus\ISIC_0064314.jpg,assets\bcn_20000_data\ISIC_0064314.jpg,ISIC_0064314,ISIC_0064314
average_hash,3e7eeff7cf0c1804,1,1,assets\ISIC_2019_Test_Organized\melanoma\ISIC_0066192.jpg,assets\bcn_20000_data\ISIC_0066192.jpg,ISIC_0066192,ISIC_0066192
average_hash,3e7ef793d3cf7f3e,1,1,assets\ISIC_2019_Test_Organized\nevus\ISIC_0055016.jpg,assets\bcn_20000_data\ISIC_0055016.jpg,ISIC_0055016,ISIC_0055016
average_hash,3e7eff9f97577e3c,1,1,assets\ISIC_2019_Test_Organized\benign keratosis\ISIC_0072310.jpg,assets\bcn_20000_data\ISIC_0072310.jpg,ISIC_0072310,ISIC_0072310
average_hash,3e7effe7e7fc7830,1,1,assets\ISIC_2019_Test_Organized\benign keratosis\ISIC_0053782.jpg,assets\bcn_20000_data\ISIC_0053782.jpg,ISIC_0053782,ISIC_0053782
average_hash,3e7f0f89cfcf7f7e,1,1,assets\ISIC_2019_Test_Organized\basal cell carcinoma\ISIC_0063858.jpg,assets\bcn_20000_data\ISIC_0063858.jpg,ISIC_0063858,ISIC_0063858
average_hash,3e7f470787c7c178,1,1,assets\ISIC_2019_Test_Organized\nevus\ISIC_0067324.jpg,assets\bcn_20000_data\ISIC_0067324.jpg,ISIC_0067324,ISIC_0067324
average_hash,3e7f7327273f3f20,1,1,assets\ISIC_2019_Test_Organized\nevus\ISIC_0071798.jpg,assets\bcn_20000_data\ISIC_0071798.jpg,ISIC_0071798,ISIC_0071798
average_hash,3e7f7f870703f37f,1,1,assets\ISIC_2019_Test_Organized\melanoma\ISIC_0071215.jpg,assets\bcn_20000_data\ISIC_0071215.jpg,ISIC_0071215,ISIC_0071215
average_hash,3e7f7fe7e7ff7e3c,1,1,assets\ISIC_2019_Test_Organized\nevus\ISIC_0054009.jpg,assets\bcn_20000_data\ISIC_0054009.jpg,ISIC_0054009,ISIC_0054009
average_hash,3e7f7ff3e3e3ff1c,1,1,assets\ISIC_2019_Test_Organized\nevus\ISIC_0055635.jpg,assets\bcn_20000_data\ISIC_0055635.jpg,ISIC_0055635,ISIC_0055635
average_hash,3e7f87c7c3834302,1,1,assets\ISIC_2019_Test_Organized\actinic keratosis\ISIC_0072275.jpg,assets\bcn_20000_data\ISIC_0072275.jpg,ISIC_0072275,ISIC_0072275
average_hash,3e7f87c7e7e36000,1,1,assets\ISIC_2019_Test_Organized\melanoma\ISIC_0071592.jpg,assets\bcn_20000_data\ISIC_0071592.jpg,ISIC_0071592,ISIC_0071592
average_hash,3e7f9b91ffff7f3c,1,1,assets\ISIC_2019_Test_Organized\nevus\ISIC_0056336.jpg,assets\bcn_20000_data\ISIC_0056336.jpg,ISIC_0056336,ISIC_0056336
average_hash,3e7fc3c3834fff7e,1,1,assets\ISIC_2019_Test_Organized\basal cell carcinoma\ISIC_0056538.jpg,assets\bcn_20000_data\ISIC_0056538.jpg,ISIC_0056538,ISIC_0056538
average_hash,3e7fc3c3c1e17f3e,2,2,assets\ISIC_2019_Test_Organized\melanoma\ISIC_0061775.jpg;assets\ISIC_2019_Test_Organized\melanoma\ISIC_0072783.jpg,assets\bcn_20000_data\ISIC_0061775.jpg;assets\bcn_20000_data\ISIC_0072783.jpg,ISIC_0061775;ISIC_0072783,ISIC_0061775;ISIC_0072783
average_hash,3e7fc7c3e7fffe0e,1,1,assets\ISIC_2019_Test_Organized\nevus\ISIC_0072849.jpg,assets\bcn_20000_data\ISIC_0072849.jpg,ISIC_0072849,ISIC_0072849
average_hash,3e7fc7c7c2c47d3e,1,1,assets\ISIC_2019_Test_Organized\basal cell carcinoma\ISIC_0054719.jpg,assets\bcn_20000_data\ISIC_0054719.jpg,ISIC_0054719,ISIC_0054719
average_hash,3e7fc7c7e7e77e3c,1,1,assets\ISIC_2019_Test_Organized\melanoma\ISIC_0055062.jpg,assets\bcn_20000_data\ISIC_0055062.jpg,ISIC_0055062,ISIC_0055062
average_hash,3e7fcf0381c7ef7e,1,1,assets\ISIC_2019_Test_Organized\melanoma\ISIC_0064550.jpg,assets\bcn_20000_data\ISIC_0064550.jpg,ISIC_0064550,ISIC_0064550
average_hash,3e7fcfe7a7436f3c,1,1,assets\ISIC_2019_Test_Organized\nevus\ISIC_0062720.jpg,assets\bcn_20000_data\ISIC_0062720.jpg,ISIC_0062720,ISIC_0062720
average_hash,3e7fcff1f1fb7e3c,1,1,assets\ISIC_2019_Test_Organized\benign keratosis\ISIC_0064571.jpg,assets\bcn_20000_data\ISIC_0064571.jpg,ISIC_0064571,ISIC_0064571
average_hash,3e7fe3c1c3c37f3e,1,1,assets\ISIC_2019_Test_Organized\melanoma\ISIC_0071596.jpg,assets\bcn_20000_data\ISIC_0071596.jpg,ISIC_0071596,ISIC_0071596
average_hash,3e7fe3c3c3ffff7e,1,1,assets\ISIC_2019_Test_Organized\nevus\ISIC_0063863.jpg,assets\bcn_20000_data\ISIC_0063863.jpg,ISIC_0063863,ISIC_0063863
average_hash,3e7fe7c3e3e77e3c,1,1,assets\ISIC_2019_Test_Organized\benign keratosis\ISIC_0053610.jpg,assets\bcn_20000_data\ISIC_0053610.jpg,ISIC_0053610,ISIC_0053610
average_hash,3e7fe7c3e3ff7f3e,1,1,assets\ISIC_2019_Test_Organized\nevus\ISIC_0065840.jpg,assets\bcn_20000_data\ISIC_0065840.jpg,ISIC_0065840,ISIC_0065840
average_hash,3e7fe7c7c3e7fffe,1,1,assets\ISIC_2019_Test_Organized\nevus\ISIC_0056700.jpg,assets\bcn_20000_data\ISIC_0056700.jpg,ISIC_0056700,ISIC_0056700
average_hash,3e7fe7e3e3ff7c3c,1,1,assets\ISIC_2019_Test_Organized\nevus\ISIC_0072751.jpg,assets\bcn_20000_data\ISIC_0072751.jpg,ISIC_0072751,ISIC_0072751
average_hash,3e7fef87c7c73e30,1,1,assets\ISIC_2019_Test_Organized\benign keratosis\ISIC_0072947.jpg,assets\bcn_20000_data\ISIC_0072947.jpg,ISIC_0072947,ISIC_0072947
average_hash,3e7fefc7e3e37220,1,1,assets\ISIC_2019_Test_Organized\basal cell carcinoma\ISIC_0055394.jpg,assets\bcn_20000_data\ISIC_0055394.jpg,ISIC_0055394,ISIC_0055394
average_hash,3e7fefe3c3c37f3e,1,1,assets\ISIC_2019_Test_Organized\melanoma\ISIC_0068282.jpg,assets\bcn_20000_data\ISIC_0068282.jpg,ISIC_0068282,ISIC_0068282
average_hash,3e7ff1c1c1c97f3e,1,1,assets\ISIC_2019_Test_Organized\nevus\ISIC_0070562.jpg,assets\bcn_20000_data\ISIC_0070562.jpg,ISIC_0070562,ISIC_0070562
average_hash,3e7ff3c783836620,1,1,assets\ISIC_2019_Test_Organized\benign keratosis\ISIC_0054888.jpg,assets\bcn_20000_data\ISIC_0054888.jpg,ISIC_0054888,ISIC_0054888
average_hash,3e7ff3e1c1c97f3e,1,1,assets\ISIC_2019_Test_Organized\nevus\ISIC_0055979.jpg,assets\bcn_20000_data\ISIC_0055979.jpg,ISIC_0055979,ISIC_0055979
average_hash,3e7ff3e3e3e77f3e,1,1,assets\ISIC_2019_Test_Organized\nevus\ISIC_0060715.jpg,assets\bcn_20000_data\ISIC_0060715.jpg,ISIC_0060715,ISIC_0060715
average_hash,3e7ff5e1e3ff5f7e,1,1,assets\ISIC_2019_Test_Organized\nevus\ISIC_0061375.jpg,assets\bcn_20000_data\ISIC_0061375.jpg,ISIC_0061375,ISIC_0061375
average_hash,3e7ff7c3c3e76f3e,1,1,assets\ISIC_2019_Test_Organized\actinic keratosis\ISIC_0061327.jpg,assets\bcn_20000_data\ISIC_0061327.jpg,ISIC_0061327,ISIC_0061327
average_hash,3e7ff97381997f7c,1,1,assets\ISIC_2019_Test_Organized\benign keratosis\ISIC_0066875.jpg,assets\bcn_20000_data\ISIC_0066875.jpg,ISIC_0066875,ISIC_0066875
average_hash,3e7ff9c0f081c7fe,1,1,assets\ISIC_2019_Test_Organized\melanoma\ISIC_0057731.jpg,assets\bcn_20000_data\ISIC_0057731.jpg,ISIC_0057731,ISIC_0057731
average_hash,3e7fff8fc75f3e1c,1,1,assets\ISIC_2019_Test_Organized\basal cell carcinoma\ISIC_0056954.jpg,assets\bcn_20000_data\ISIC_0056954.jpg,ISIC_0056954,ISIC_0056954
average_hash,3e7fffe7c3c34300,1,1,assets\ISIC_2019_Test_Organized\melanoma\ISIC_0062621.jpg,assets\bcn_20000_data\ISIC_0062621.jpg,ISIC_0062621,ISIC_0062621
average_hash,3e7fffe7c3c3623c,1,1,assets\ISIC_2019_Test_Organized\benign keratosis\ISIC_0060250.jpg,assets\bcn_20000_data\ISIC_0060250.jpg,ISIC_0060250,ISIC_0060250
average_hash,3e7fffe7c3e37f3e,1,1,assets\ISIC_2019_Test_Organized\melanoma\ISIC_0059160.jpg,assets\bcn_20000_data\ISIC_0059160.jpg,ISIC_0059160,ISIC_0059160
average_hash,3e7fffe7c7c7ff7e,1,1,assets\ISIC_2019_Test_Organized\nevus\ISIC_0054003.jpg,assets\bcn_20000_data\ISIC_0054003.jpg,ISIC_0054003,ISIC_0054003
average_hash,3e7fffe9e8f8647e,1,1,assets\ISIC_2019_Test_Organized\melanoma\ISIC_0060548.jpg,assets\bcn_20000_data\ISIC_0060548.jpg,ISIC_0060548,ISIC_0060548
average_hash,3e7ffff3e3e17200,1,1,assets\ISIC_2019_Test_Organized\nevus\ISIC_0065715.jpg,assets\bcn_20000_data\ISIC_0065715.jpg,ISIC_0065715,ISIC_0065715
average_hash,3e8f83030707cf7e,1,1,assets\ISIC_2019_Test_Organized\squamous cell carcinoma\ISIC_0071424.jpg,assets\bcn_20000_data\ISIC_0071424.jpg,ISIC_0071424,ISIC_0071424
average_hash,3e97b7f4b0d81c00,1,1,assets\ISIC_2019_Test_Organized\melanoma\ISIC_0072351.jpg,assets\bcn_20000_data\ISIC_0072351.jpg,ISIC_0072351,ISIC_0072351
average_hash,3e9f6fc3c7ce871e,1,1,assets\ISIC_2019_Test_Organized\basal cell carcinoma\ISIC_0064894.jpg,assets\bcn_20000_data\ISIC_0064894.jpg,ISIC_0064894,ISIC_0064894
average_hash,3ebeffe7c7e7feff,1,1,assets\ISIC_2019_Test_Organized\melanoma\ISIC_0057023.jpg,assets\bcn_20000_data\ISIC_0057023.jpg,ISIC_0057023,ISIC_0057023
average_hash,3ec683c3e1e17e3c,1,1,assets\ISIC_2019_Test_Organized\melanoma\ISIC_0061912.jpg,assets\bcn_20000_data\ISIC_0061912.jpg,ISIC_0061912,ISIC_0061912
average_hash,3ecf8fc5c5ef7f3c,1,1,assets\ISIC_2019_Test_Organized\actinic keratosis\ISIC_0067585.jpg,assets\bcn_20000_data\ISIC_0067585.jpg,ISIC_0067585,ISIC_0067585
average_hash,3eebe1e130787f7e,1,1,assets\ISIC_2019_Test_Organized\benign keratosis\ISIC_0059007.jpg,assets\bcn_20000_data\ISIC_0059007.jpg,ISIC_0059007,ISIC_0059007
average_hash,3eefe7ebe0e0f070,1,1,assets\ISIC_2019_Test_Organized\benign keratosis\ISIC_0071919.jpg,assets\bcn_20000_data\ISIC_0071919.jpg,ISIC_0071919,ISIC_0071919
average_hash,3ef2c3c2e1f9fe3e,1,1,assets\ISIC_2019_Test_Organized\basal cell carcinoma\ISIC_0057741.jpg,assets\bcn_20000_data\ISIC_0057741.jpg,ISIC_0057741,ISIC_0057741
average_hash,3ef3e3c383c7e77e,1,1,assets\ISIC_2019_Test_Organized\benign keratosis\ISIC_0057064.jpg,assets\bcn_20000_data\ISIC_0057064.jpg,ISIC_0057064,ISIC_0057064
average_hash,3ef7c7c3c7c16f7f,1,1,assets\ISIC_2019_Test_Organized\nevus\ISIC_0071804.jpg,assets\bcn_20000_data\ISIC_0071804.jpg,ISIC_0071804,ISIC_0071804
average_hash,3efbc1c0cfffff7e,1,1,assets\ISIC_2019_Test_Organized\nevus\ISIC_0070457.jpg,assets\bcn_20000_data\ISIC_0070457.jpg,ISIC_0070457,ISIC_0070457
average_hash,3efbf7f7b793931e,1,1,assets\ISIC_2019_Test_Organized\basal cell carcinoma\ISIC_0071413.jpg,assets\bcn_20000_data\ISIC_0071413.jpg,ISIC_0071413,ISIC_0071413
average_hash,3efbfdffefce0c00,1,1,assets\ISIC_2019_Test_Organized\basal cell carcinoma\ISIC_0054232.jpg,assets\bcn_20000_data\ISIC_0054232.jpg,ISIC_0054232,ISIC_0054232
average_hash,3efe30103fffff7e,1,1,assets\ISIC_2019_Test_Organized\melanoma\ISIC_0066515.jpg,assets\bcn_20000_data\ISIC_0066515.jpg,ISIC_0066515,ISIC_0066515
average_hash,3eff73e3e3fbff7e,1,1,assets\ISIC_2019_Test_Organized\nevus\ISIC_0070087.jpg,assets\bcn_20000_data\ISIC_0070087.jpg,ISIC_0070087,ISIC_0070087
average_hash,3effe7c3e3e3ff76,1,1,assets\ISIC_2019_Test_Organized\nevus\ISIC_0058311.jpg,assets\bcn_20000_data\ISIC_0058311.jpg,ISIC_0058311,ISIC_0058311
average_hash,3effefc3c3e3ff7e,1,1,assets\ISIC_2019_Test_Organized\nevus\ISIC_0062624.jpg,assets\bcn_20000_data\ISIC_0062624.jpg,ISIC_0062624,ISIC_0062624
average_hash,3efff3c3c3c3efff,1,1,assets\ISIC_2019_Test_Organized\nevus\ISIC_0053986.jpg,assets\bcn_20000_data\ISIC_0053986.jpg,ISIC_0053986,ISIC_0053986
average_hash,3effffc7c7ffff7e,1,1,assets\ISIC_2019_Test_Organized\melanoma\ISIC_0070520.jpg,assets\bcn_20000_data\ISIC_0070520.jpg,ISIC_0070520,ISIC_0070520
average_hash,3f0301090f072f7f,1,1,assets\ISIC_2019_Test_Organized\basal cell carcinoma\ISIC_0066057.jpg,assets\bcn_20000_data\ISIC_0066057.jpg,ISIC_0066057,ISIC_0066057
average_hash,3f033b6c4e7e3c08,1,1,assets\ISIC_2019_Test_Organized\basal cell carcinoma\ISIC_0065515.jpg,assets\bcn_20000_data\ISIC_0065515.jpg,ISIC_0065515,ISIC_0065515
average_hash,3f07018185c3fc7d,1,1,assets\ISIC_2019_Test_Organized\melanoma\ISIC_0068903.jpg,assets\bcn_20000_data\ISIC_0068903.jpg,ISIC_0068903,ISIC_0068903
average_hash,3f07070307071f7f,1,1,assets\ISIC_2019_Test_Organized\melanoma\ISIC_0069670.jpg,assets\bcn_20000_data\ISIC_0069670.jpg,ISIC_0069670,ISIC_0069670
average_hash,3f070783c3e3e367,1,1,assets\ISIC_2019_Test_Organized\melanoma\ISIC_0068347.jpg,assets\bcn_20000_data\ISIC_0068347.jpg,ISIC_0068347,ISIC_0068347
average_hash,3f0f070703030707,1,1,assets\ISIC_2019_Test_Organized\nevus\ISIC_0063983.jpg,assets\bcn_20000_data\ISIC_0063983.jpg,ISIC_0063983,ISIC_0063983
average_hash,3f0f07070f0f0f1f,1,1,assets\ISIC_2019_Test_Organized\basal cell carcinoma\ISIC_0066493.jpg,assets\bcn_20000_data\ISIC_0066493.jpg,ISIC_0066493,ISIC_0066493
average_hash,3f0f078181c70311,1,1,assets\ISIC_2019_Test_Organized\benign keratosis\ISIC_0065464.jpg,assets\bcn_20000_data\ISIC_0065464.jpg,ISIC_0065464,ISIC_0065464
average_hash,3f1d0800000087ff,1,1,assets\ISIC_2019_Test_Organized\melanoma\ISIC_0061434.jpg,assets\bcn_20000_data\ISIC_0061434.jpg,ISIC_0061434,ISIC_0061434
average_hash,3f1f0f07067eff1e,1,1,assets\ISIC_2019_Test_Organized\basal cell carcinoma\ISIC_0071323.jpg,assets\bcn_20000_data\ISIC_0071323.jpg,ISIC_0071323,ISIC_0071323
average_hash,3f1f0f08001cfcff,1,1,assets\ISIC_2019_Test_Organized\benign keratosis\ISIC_0072490.jpg,assets\bcn_20000_data\ISIC_0072490.jpg,ISIC_0072490,ISIC_0072490
average_hash,3f1f1fa3e1e0fdff,1,1,assets\ISIC_2019_Test_Organized\benign keratosis\ISIC_0060072.jpg,assets\bcn_20000_data\ISIC_0060072.jpg,ISIC_0060072,ISIC_0060072
average_hash,3f2743c3c3c7efff,1,1,assets\ISIC_2019_Test_Organized\nevus\ISIC_0069366.jpg,assets\bcn_20000_data\ISIC_0069366.jpg,ISIC_0069366,ISIC_0069366
average_hash,3f27c7838343473f,1,1,assets\ISIC_2019_Test_Organized\basal cell carcinoma\ISIC_0073131.jpg,assets\bcn_20000_data\ISIC_0073131.jpg,ISIC_0073131,ISIC_0073131
average_hash,3f2f47c383434f3f,1,1,assets\ISIC_2019_Test_Organized\basal cell carcinoma\ISIC_0068567.jpg,assets\bcn_20000_data\ISIC_0068567.jpg,ISIC_0068567,ISIC_0068567
average_hash,3f3cde7ff3e7863c,1,1,assets\ISIC_2019_Test_Organized\actinic keratosis\ISIC_0069044.jpg,assets\bcn_20000_data\ISIC_0069044.jpg,ISIC_0069044,ISIC_0069044
average_hash,3f3d1f0303213f3f,1,1,assets\ISIC_2019_Test_Organized\melanoma\ISIC_0057619.jpg,assets\bcn_20000_data\ISIC_0057619.jpg,ISIC_0057619,ISIC_0057619
average_hash,3f3f070f0f070f0f,1,1,assets\ISIC_2019_Test_Organized\basal cell carcinoma\ISIC_0057343.jpg,assets\bcn_20000_data\ISIC_0057343.jpg,ISIC_0057343,ISIC_0057343
average_hash,3f3f0fc3c1c7efef,1,1,assets\ISIC_2019_Test_Organized\nevus\ISIC_0068854.jpg,assets\bcn_20000_data\ISIC_0068854.jpg,ISIC_0068854,ISIC_0068854
average_hash,3f3f13110908f8ff,1,1,assets\ISIC_2019_Test_Organized\benign keratosis\ISIC_0064827.jpg,assets\bcn_20000_data\ISIC_0064827.jpg,ISIC_0064827,ISIC_0064827
average_hash,3f3f1f0f0783c366,1,1,assets\ISIC_2019_Test_Organized\basal cell carcinoma\ISIC_0063405.jpg,assets\bcn_20000_data\ISIC_0063405.jpg,ISIC_0063405,ISIC_0063405
average_hash,3f3f3f3f3f3f0f07,1,1,assets\ISIC_2019_Test_Organized\basal cell carcinoma\ISIC_0060232.jpg,assets\bcn_20000_data\ISIC_0060232.jpg,ISIC_0060232,ISIC_0060232
average_hash,3f3f678383c7ffff,1,1,assets\ISIC_2019_Test_Organized\nevus\ISIC_0063280.jpg,assets\bcn_20000_data\ISIC_0063280.jpg,ISIC_0063280,ISIC_0063280
average_hash,3f6747c38387c7ff,1,1,assets\ISIC_2019_Test_Organized\dermatofibroma\ISIC_0070763.jpg,assets\bcn_20000_data\ISIC_0070763.jpg,ISIC_0070763,ISIC_0070763
average_hash,3f77c3c3c3e7ff3f,1,1,assets\ISIC_2019_Test_Organized\nevus\ISIC_0059778.jpg,assets\bcn_20000_data\ISIC_0059778.jpg,ISIC_0059778,ISIC_0059778
average_hash,3f7fc747c7e7ffff,1,1,assets\ISIC_2019_Test_Organized\nevus\ISIC_0054627.jpg,assets\bcn_20000_data\ISIC_0054627.jpg,ISIC_0054627,ISIC_0054627
